,0,label
4050,as result per protocol test close contact within manag facil woman retest day 6 test posit     thi case bring total number confirm case 1194 number report who  ,real
1804,indiafightscorona roundpushpin increas gap covid 19 recov amp activ case india may 04 2020 septemb 08 2020backhandindexpointingdown staysaf indiawillwin httpstcoiiiwi 5i2b1,real
7115,a polic offic bihar hajipur india station contract coronaviru,fake
9543,our daili updat publish we  track 265 million test whop 584k yesterday alltim high and first time 7day averag cross 500k minimum daili test recommend harvardgh realli good news nation level httpstcobc 0uzrtcig,real
5520,protect mask five time expens french tobacconist spanish shop,fake
8754,there nine peopl hospit 2 auckland citi three north shore 1 icu rest middlemor 2 icu consid critic we understand difficult time famili we wish full speedi recoveri,real
7694,the latest updat minhealthnz   today report 3 new confirm case covid 19   two case link st margaret  hospit amp rest home auckland the individu nurs waitaker hospit httpstco 3mrw95f3nt,real
1289,popul india  135 crore if covid 19 test 10 lakh peopl everi day take 1350 day approxim four half year test 135 crore peopl much time also enough finish countri,fake
4063,coronaviru case among student univers alabama climb 1000 httpstcomlxtmkl 6eg,fake
3683,91 new case covid 19 report 74 lago 5 katsina 4 ogun 2 delta 2 edo 1 kwara 1 oyo 1 fct 1 adamawa as 1125 pm 22nd april 873 confirm case covid 19 report nigeria discharg 197 death 28 httpstcoodazhlplp 0,real
8815,trump say he will nuke china if he know for sure they are serv bat soup httpstcotnqmmkqpt 2 donaldtrump china coronaviru,fake
5957,whi us nih 2017 give 37m wuhan lab china such grant prohibit 2014 did pre obama grant except,fake
3558,cybertiig kia ora julia school consid control environ hygien distanc protocol place the 10 person gather rule review 25 may,real
892,indiafightscorona roundpushpinsop partial reopen schoolsschool wef today 21st septemb 2020 checkmarkbuttonplan reopen schoolsbackhandindexpointingdown staysaf indiawillwin httpstcoycnztxeapw,real
9329,kaelaisher yup and yet cant pull neg number total go were still hold hope number show,real
204,who announc algeria outsid danger regard covid 19,fake
3406,earli identif aggress test comprehens surveil amp contact trace along focu time effici clinic treatment patient ensur high number speedi recoveri,real
6028,loudspeakerncdcinthenew  reopen societi  mean viru longer us it mean learn continu live safe thi requir sacrific area  dg chikwei mobilepunch newspap httpstcoogfj 35i8mi takerespons,real
9134,there 16 previous report case consid recov today commun case,real
7641,there current 2818 peopl manag isol quarantin our current effect capac 6691 thi give us excess capac 3873 over next week project 3037 arriv 1592 departur facil,real
8264,there 151 peopl link cluster move auckland quarantin facil thi includ 82 peopl test posit covid 19 household contact,real
5246,state report 235k case today the 7day averag highest point sinc may 24 one import caveat texa 1500 case older data local health author previous report httpstcoq 8badz9q3p,real
1472,the covid 19 pandem may claim casualti think disrupt health care increas wast could caus death 1 million young children 6 month they need urgent action prevent unconscion tragedi backhandindexpointingrighthttpstcopz 2dhnrve1 httpstcoiepuxjl 8ti,real
5811,man becom fluent in spanish complet physic degre amp learn to code while patient wait for covid 19 test result httpstcoyqlzdmkxjf,fake
3966,indiafightscorona the vaccin develop russia consider countri govt russia approach govt amp sought help 2 count consid manufactur network compani amp phase 3 studi india member health nitiaayog httpstcoj 6hxfkuudb,real
7956,coronavirusupd roundpushpintot covid 19 case india septemb 08 2020 playbutton 7765 cureddischargedmigr 3323950 playbutton 2065 activ case 883697 playbutton 170 death 72775 total covid 19 confirm case  cureddischargedmigr  activ case  death httpstcodlfvdf 59pi,real
5147,a video claim itali discov covid 19 bacteria viru,fake
2752,as 28 juli 2020 717pm total 2383664 peopl test covid 19 tamilnadu covid 19 covid covid 19 covid 19 covid 19india coronaupd coronavirusindia coronavirusupd coronaviru covidupd httpstcormiw 5kyivn,real
2097,new zealand good posit due hard work sacrific kiwi even though look possibl move alert level 1 pend cabinet  decis need remain vigil,real
6999,coronavirusupd roundpushpintot covid 19 case india septemb 14 2020 playbutton 7800 cureddischargedmigr 3780107 playbutton 2036 activ case 986598 playbutton 164 death 79722 total covid 19 confirm case  cureddischargedmigr  activ case  death httpstcoyu 5ib4v66l,real
9172,thi rahul gandhi amp priyanka gandhi break lockdown regul say need visit friend httpstcorhevvr 0oll,fake
4994,can countri afford second nation lockdown tori mp julian knight pm bori johnson say go everyth power prevent second nation lockdown ad would financi disastr httpstcojm 1wh1x9df httpstcoodkfkl 6b4,real
6751,new viral  10 album challeng  pandem trace back record shop wuhan market httpstcokaqoylmzx 1 httpstcotgwcxm 9uyi,fake
6793,between jan 22 feb 5 fact checker worldwid collabor factchecknet publish 211 fact check covid 19 viru onli 12 photo video claim verifi correct httpstcojtjlcx 07ep via factchecknet qanda factcheck,fake
10157,poll find 38 american say they will not drink corona beer becaus viru,fake
2338,new vaccin help cure coronaviru three hour,fake
9335,our daili updat publish we  track 254 million test 466k yesterday the 7day averag still minimum daili test recommend harvardgh for detail see httpstcopzrmh 4bl5i httpstco 7nmyusiraw,real
577,there 37 peopl isol auckland quarantin facil commun includ 17 peopl test posit covid 19 household contact,real
6534,the vaccin new coronaviru exist sinc 2001,fake
2442,loudspeakercoronavirusupd checkmarkbuttonindia covid 19 recoveri rate improv 7624 august 27 2020 roundpushpinsteadi improv india covid 19 recoveri rate sinc lockdown initi march 25 2020 indiafightscorona indiawillwin staysaf icmrdelhi via mohfwindia httpstcomspybaljbd,real
5193,mr mandetta singl presid  covid 19 denial biggest problem tackl pandem he mr bolsonaro aim miracl believ chloroquin  write former minist httpstcoj 2oynctpu6,fake
3552,brazil presid jair bolsonaro test posit covid 19 brazil 16m confirm case 65k death viru httpstcoxrmru 7lx6f httpstcotcc 2qbejki,real
3554,poll how covid influenc career plan httpstco 7axpr52zd5,real
872,rt drtedro solidar key ingredi fight covid 19 i glad european nation franc germani luxembourg switzer ,real
10225,indiafightscorona 60 total case record 5 state of total 89706 new case report last 24 hour maharashtra alon contribut 20000 andhra pradesh contribut 10000 httpstcojnlx 6otokn,real
8736,the who ban autopsi itali chang protocol coronaviru,fake
5200,the italian prime minist said countri exhaust option fight coronaviru pandem plead god  rescu peopl ,fake
8887,squeez hot lemon water cure corona viru infect,fake
457,our daili updat publish state report 618k test 38k case today the death toll 1170 httpstco 6tdktzt1hk,real
2532,there one new case covid 19 report new zealand today detect recent returne manag isol facil there new commun case,real
2023,facebook post claim asian hong kong swine bird flu  kill peopl coronaviru ,fake
9896,italian priest die refus use respir sacrif younger person,fake
2211,south dakota began report race amp ethnic data today in 90 white state almost 70 case peopl color meatpack outbreak of 3 state still report data ne nd nv nebraska especi may similar dynam httpstcoox 1kc9bib1,real
4603,the second case woman 40 arriv new zealand august 1 philippin via hong kong she manag isol grand millennium auckland test posit around day 3 stay,real
2560,indiafightscorona one lowest global india  case fatal rate 176 slide health ministri issu faq better clinic manag covid 19 patient icu httpstco 03cw1o4cjt,real
2947,a photo show presid rodrigo dutert along senat bong go round coronaviru pandem philippin,fake
6291,vaccin made roch medic compani cure covid 19 3 hour,fake
1854,guess market ceo zoom pelosi  daughternewsom  cousin,fake
3655,men scrambl find person cdc suggest shave beard stop coronaviru httpstcomp 3spdaktl,fake
9681,the novel coronaviru manmad ,fake
5251,marvin hume say  go keep coronaviru letter bori johnson safe place could worth someth one day rochel tell  talk absolut shite usual httpstcourti 9f6mk,fake
8640,as florida outbreak surg lot question state data here deep dive olivierlacan notoriousrsg know what wrong what miss httpstcosaqsqrrlzu httpstcogbflivki,real
6631,the risk spread covid 19 two case travel new zealand manag isol facil low imposs ensur step place mitig risk,real
9808,there 54 peopl link commun cluster remain auckland quarantin facil includ 22 peopl test posit covid 19 household contact,real
7915,an articl claim covid 19 patient sedat forc stay prone posit tri save,fake
3587,452 new case covid 19nigeria lago 209 oyo 67 delta 37 ogun 36 fct 22 abia 20 enugu 16 bauchi 15 kaduna 8 ondo 8 osun 7 imo 3 benu 3 borno 1 21371 confirm 7338 discharg 533 death httpstcozcralvr 4ro,real
3024,rasam souplik concoct herb tamarind juic lentil best way cure coronaviru,fake
10222,note also harvardgh line previou chart minimum estim harvardgh up estim test need safe reopen 900k other plan even higher recommend see httpstco 54sjattzw6 httpstconahb 1rc7dj,real
5881,covid 19 came unit state 2019,fake
3515,were grate scientist manag data offic cleaner amp work 15 molecular covid 19 test lab across nigeria ncdc rapidli scale countri lab capac care plan test strategi download httpstcoeckw 6gemjf httpstcoxcgcecp 31w,real
4451,indiafightscorona with sharpli fall case fatal rate 2 india one lowest covid 19 mortal global httpstcoftaxnhm 9el,real
5435,the number recov case unchang 1481 onli one case remain activ there addit death report there one new zealand receiv hospitallevel care covid 19,real
5808,potenti contact includ peopl flight brisban peopl manag isol facil includ staff,real
5049,what potenti requir wear mask public secretli govern plot get covidiot voluntarili selfisol home httpstcocszxbxqiew,fake
5348,coronaviru insid air passeng excit doug ford  cut public health onpoli coronavirusoutbreak httpstcowlp 3gx6f5t httpstcodlvonx 0k56,fake
206,the vast major student st domin  casual contact test precaut if student staff well symptom covid 19 need selfisol wait test result,real
4619,israel ministri defens said best measur pandem isol elder,fake
2393,in philippin kabataan partylist repres sarah elago shown quot card say lockdown amid covid 19 pandem human right violat,fake
6924,rt drharshvardhan in india major focu facilit develop covid 19 vaccin more 30 vaccin candid h ,real
4017,the coronaviru made mississippi ladi caught wasnt around nobodi mean airborn that mean wind blow direct youll also ,fake
111,the new coronaviru caus sudden death syndrom,fake
8597,updat minhealthnz  today 3 new case covid 19 report manag isol quarantin facil nz there continu new case commun  our total number activ case 21 remain quarantin facil,real
9742,andr fabin hurtado mayor ibagu say citi lost four million job due coronaviru,fake
8442,cdc issu immedi halt colonoscopi due backdoor corona danger httpstcoy 9bbcoha coronaviru cdc colonoscopi covid 19,fake
6719,a 28yearold doctor maharashtra dr maneesha patil die covid 19 treat patient infect coronaviru,fake
6660,averyab tanmart 03 i cant believ left part reveal covid 19 bioengin kill tanner fortun scientist fail,fake
5698,china built 57 floor new hospit special viru corona patient in 16 hour finish first floor 19 day finish 57 floor hospit includ water electr power hospit equip,fake
268,there pandem,fake
5248,i surviv homeschool lockdown 2020 get tshirt gtgtgt httpstcoaugyoqdmvg assum surviv homeschool obvious httpstcon 5sfkohmci,fake
6307,indiafightscorona india  steadi trend veri high recoveri continu more 93 thousand recoveri regist last 24 hour with total number recoveri 4849584 httpstcoofogdqeswv httpstcoqgxurur 0ob,real
2214,the report daili death toll 1774 first day 2000 sinc monday littl lower last saturday well note satmonday report seem come tuesdayfriday httpstcotevtaypwkz,real
4076,patient homeisol stand discharg 10 day symptom onset fever 3 day amp advis isol home amp selfmonitor health 7 day after fit certif issu field team covid 19 case httpstcoim 41krccit,real
9603,543 new case covid 19nigeria lago 180 fct 86 kaduna 56 edo 47 ondo 37 kwara 35 ogun 19 river 19 kano 17 ebonyi 16 enugu 16 delta 7 bayelsa 4 bauchi 3 abia 1 38344 confirm 15815 discharg 813 death httpstco 8j6bmjy6jn,real
4887,the emerg committe covid 19 unanim agre outbreak still constitut public health emerg intern concern drtedro accept advic amp confirm outbreak continu constitut global health emerg httpstcon 128pkjokx,real
2014,there 15 covid special clinic we seen congest clinic pleas rememb also test free gp if well pleas stay put thi help us prioritis test,real
1960,the unit state 3 million case covid 19 130000 peopl die  yet donald trump continu say fade away it  unbeliev were pay price presid incompet everi singl day,fake
8739,report death rose 1430 today import recogn data lag httpstcoy 4stwlntya httpstcogqyuwvjohx,real
2536,coronavirusupd covid 19 test statu updat icmrdelhi state 6157234 3 sampl test upto septemb 17 2020 1006615 sampl test septemb 17 2020 staysaf indiawillwin httpstcoywqomuphbp,real
8513,a studi cv risk hydroxychloroquin  azithromycin rheumatoid arthriti ad clinic refer httpstcogatay 941ci httpstcoi 2hcrx0ahu,real
894,covid 19 vaccin deal work candid produc say union health minist drharshvardhan interview htdelhi httpstcow 74qgnnxom pmoindia pibindia ddnewsliv airnewsalert icmrdelhi covidnewsbymib covidindiaseva mygovindia,real
2235,state report almost 24k new case the 7day averag risen 8 day row the region dynam drive trend httpstcobaefoszstz,real
10365,ai spot covid lung damag 95 accuraci httpstcomgsc 6r3i0q er 2020 erscongress,real
6713,covid symptom watch fever cough short breath httpstco 37hdzlcmic,real
587,loudspeakercoronavirusupd checkmarkbuttonindia covid 19 recoveri rate improv 7774 septemb 10 2020 roundpushpinsteadi improv india covid 19 recoveri rate sinc lockdown initi march 25 2020 indiafightscorona icmrdelhi via mohfwindia httpstcogeh 7dttbju,real
6493,the un estim yemeni contract coronaviru die record number chief execut disast emerg committe saleh saeed join breakfast discuss ninethirti 0730 televis channel 501 mobilephon watch live httpstcoihbwcnqjml httpstcouvcwbzfzv 6,real
3636,561 new case covid 19nigeria lago 200 edo 119 kaduna 52 fct 52 niger 32 ogun 19 ondo 16 imo 14 plateau 11 abia 8 oyo 8 bayelsa 7 katsina 6 kano 5 bauchi 3 osun 3 kebbi 3 borno 2 jigawa 1 25694 confirm 9746 discharg 590 death httpstcoewq 5s7kvyj,real
4374,a messag issu india ministri home affair say post coronavirusrel messag punish offenc,fake
2915,the report death toll also reach new high 2746 there import caveat number ny report 941 death newli confirm occur last 24 hour sharp local report topic httpstco 04piswidhw httpstco 9svt4fumtg,real
10024,with today  new case 9 addit recov case total number activ case 77 of 33 import case miq facil 44 commun case,real
1063,profkarolsikora right urgent cancer referr made gp 60 httpstcofjebfja 7ue httpstcobrdobdxbah,real
545,wearamask help slow spread covid 19 when select mask mani choic avoid mask made materi make hard breath allow covid 19 particl escap intend healthcar worker learn httpstcoioqv 5omdka httpstco 4e107svgj,real
1461,trump said peopl die never die,fake
3349,ani recent manufactur gain wipe covid 19 lockdown httpstco 3weieputao httpstcok 7lucok4n7,fake
278,a messag circul claim kin die covid 19 claim insur pradhan mantri jeevan jyoti bima yojana pmjjbi amp pradhan mantri suraksha bima yojana pmsbi httpstcoojqhibuecp,fake
9462,thi anoth indic covid 19 broke east west coast remain coastal phenomenon michigan louisiana illinoi indiana colorado state experi intens outbreak,real
2003,indiafightscorona statesut made respons ensur everi hospit covid patient receiv oxygen,real
4038,chitraaum coronil ke bad v unki death ho gyiso sad rip common peopl ke bare govt se pucho propaganda godi media 91000 logo ki av tak death ho chuki hkon respos hpropaganda godi media ke accord lagta h jamaat gather hi hogabaki gather corona bhagan lage h,fake
3485,the club confirm 29yearold test posit latest round test there word condit httpstcox 8ntbcvlfu,real
7657,there space hospit itali peopl crowd outsid,fake
2712,there remain 33 case mt roskil evangel fellowship group 15 case bereav event group includ case whose sourc infect bereav event,real
6948,matarratn tree cure covid 19,fake
5997,it could take year recov backlog surgeri nh caus covid 19 httpstcog 3bnfmyotn,real
9659,prime minist scottmorrisonmp say epidemiolog curv begin flatten but know rmit abc fact check explor coronaviru data httpstco 1zubqhqvkj factcheck coronavirusfact datoscoronaviru httpstco 2vglrj2isj,fake
8093,bill gate face trial india illeg test vaccin,fake
8179,ministri ayush remov dr mujahid hussain servic ban baba ramdev medicin coronil,fake
9477,dr vk sriniva vice presid bharath bio tech he take first inject covid 19 they confid product covid 19 covid 19vic,fake
775,i also take vitamin d covid i think evid moderateish right conclus but there real downsid take moder dose afaik and peopl live northern latitud winter probabl need vitamin d anyway httpstcoavsgw 6lphn,fake
1246,jamal khashoggi die from coronaviru saudi arabia httpstcog 7iwr0idh2 donaldtrump coronaviru saudiarabia jamalkhashoggi,fake
1025,over 29000 indian report new coronaviru infect take countri  total confirm case count 93 lakh a low cost covid 19 diagnost test kit develop iit delhi launch union hrd minist ramesh pokhriy covid 19 coronavirusfact httpstcow 9745xxur,fake
235,anyon flight facil time case treat close contact they test isol neg result receiv,real
87,as 1150 pm 19th april breakdown case state lago 376 fct 88 kano 36 osun 20 oyo 16 edo 15 ogun 12 kwara 9 katsina 12 bauchi 7 kaduna 6 akwa ibom 9 delta 4 ekiti 3 ondo 3 enugu 2 river 2 niger 2 benu 1 anambra 1 borno 1 jigawa 2,real
5356,loudspeakercoronavirusupd roundpushpincovid 19 india tracker as 22 septemb 2020 0800 am rightarrowconfirm case 5562663 rightarrowrecov 4497867 809thumbsup rightarrowact case 975861 175 rightarrowdeath 88935 16 indiafightscorona indiawillwin staysaf via mohfwindia httpstcodtjpiuufkh,real
7553,ugandan presid museveni shut state hous due covid 19,fake
8891,know delay travel slowthespread covid 19 check common situat talk healthcar provid unsur whether appli travel companion httpstcoqikq 42anwl httpstcosvepzeqgmp,real
4663,the photo ukrainian hospit show readi end march accept patient covid 19,fake
10228,sinc last sunday 20 report test arizona come back posit right next door new mexico 25 test come back posit httpstcocnauygvpud,real
10197,today new case covid 19 report our total number confirm case 1156 number report world health organ our combin total confirm probabl case 1506,real
9724,california florida texa combin account 45 new case today httpstcooi 172tyx0q,real
5494,the auckland miq case woman 20 anoth 30 arriv india august 23 the third miq case auckland woman 50 arriv august 26 qatar,real
2742,there covid 19 cure usa,fake
4670,nashvil man secretli suspect friend have covid 19 httpstcofdukyo 2r60 health nashvil coronaviru poker friendship,fake
4699,new govern coronaviru strategi enter  hope sort  phase httpstcofklg 6ilqb4 httpstcomsuatenv 91,fake
10245,indiafightscorona maharashtra karnataka andhra pradesh uttar pradesh tamil nadu contribut 6035 total activ case also report close 60 5942 total recov case staysaf indiawillwin httpstcozuwb 22teor,real
5543,there current 3 peopl receiv hospit level care covid 19 two auckland citi hospit middlemor hospit   66 peopl link cluster move quarantin facil includ 29 peopl test posit,real
5266, will i ever sex  the fantasi roleplay nerd  guid lockdown end httpstcosydbcrtym 9,fake
2013,five case previous report lago state transfer ogun state therefor lago report 430 confirm case ogun report 20 confirm case,real
2960,yogrishiramdev immun booster coronil kit use cure covid 19 must discontinu mani day if use boost immun discontinu,fake
8853,our model estim louisiana high posit test rate near full icu capac louisiana elev risk base reopeningsaf metric learn httpstcohaz 28nlhdu httpstcobwnaccyx 6e,real
2744,fals govrondesanti claim report never ask coronaviru may press confer transcript show report ask mani pandemicrel question unemploy reopen plan test outbreak httpstco 2l2qxh0m45 httpstcojonigcluh 4,fake
8024,rt surgeongener we must continu help slow spread covid 19 love one futur do part ,real
7971,hcp today 2pm et log coca facebook profil call coca call topic covid 19 updat inform longterm care facil learn event httpstco 6e6i106z httpstconq 7s3lrbkn,real
10296, the review covid 19 trend africa show case still rise well activ commun transmiss viru contin thi reinforc need adher recommend measur  wmulombo whonigeria repres ptfcovid 19 brief httpstcoocq 0hvek6q,real
5892,as 0950 pm 13th april 343 confirm case 91 discharg 10 death lago 189 fct 56 osun 20 edo 14 oyo 11 ogun 9 bauchi 6 kaduna 6 akwa ibom 5 katsina 5 kwara 4 ondo 3 delta 3 kano 3 enugu 2 ekiti 2 river 2 benu 1 niger 1 anambra 1,real
5106,studi question link vitamin d concentr differ covid 19 sever ethnic group httpstcosi 3gn5dyr6,real
7029,how deadli coronaviru covid 19 scientist close answer nresearchnew infect fatal rate explain robert veriti mrcoutbreak timothi russel lshtm httpstco 9lw9rsxnnd,real
601,mama said add lime bobbi boucher say coronaviru httpstcoigrvslcawl news viru newssatir coronaviru viral,fake
7007,cdc brief room dr nanci messonni give updat covid 19 for info visit httpstcopmpawcpfvu httpstco 6a8jvnvn0w,real
9737,indiafightscorona follow nation lead 13 statesut also report higher number new recoveri new case httpstcofi 9orqmpef,real
4785,we 90 activ case 69 recent commun outbreak 20 import case quarantin 1 case investig   there 6 peopl receiv hospit level care covid 19 2 auckland citi hospit 4 middlemor hospit,real
2928,as india record 19000 posit case total confirm case count cross six lakh countri more half recov delhi cm arvind kejriw launch plasma bank capit videoconferenc today covid 19 coronavirusfact httpstcotguw 34cdji,fake
637,our total number confirm case 1161   our combin total confirm probabl case 1511   the number recov case remain 1482   there addit death report ,real
2802,a photo man woman embrac share facebook twitter alongsid claim show two italian doctor die covid 19 contract diseas patient treat,fake
3310,bit surpris day fewer test posit expect tuesday onli 18k case report today substanti brought 7day averag case get low level new england midatlant state httpstcov 4sa2umgm7,real
8368,indiafightscorona focus implement centrel strategi ensur prompt identif time isol amp effect clinic treatment lead reduc case fatal rate 30 statesut perform better nation averag httpstcosulditahvv,real
7219,ukrainian media regist first confirm case new coronaviru,fake
3114,claim india began screen passeng covid 19affect countri singl casepm modi fact the govt mandat univers screen intern flight march 4 27 case detect across 5 indian state httpstco 2caogenfur,fake
8416,the hindu fascist deni food muslim a burka clad women deni food kit muslim they also ask ensur muslim dont get food kit thi situat india right,fake
5565,a video show coronaviru began made wuhan,fake
5034,smart citi hospit launch by bihar govern dure covid 19 treatment swim pool,fake
1469,at today white hous coronaviru task forc brief vice presid penc said almost inargu test gener case that accur httpstco 5l9jptglai,fake
504,by known posit test 10 state highest per capita number case washington new york colorado massachusett louisiana rhode island new jersey south dakota new hampshir georgia,real
6973,kr market bangalor today special varalakshmivratam varamahalakshmi fridaymorn fridayfeel bbmpcommjaggesh 2ganeshbandlamahelajaydirectorpremscitymarket raginidwivedi 24anindtvalwaysramcharan,fake
7838,the trump administr zero unfulfil equip suppli request state governor,fake
10428,immunologist nobel winner tasuku honjo said new coronaviru isnt natur creat chines,fake
10096,high alert chicken infect corona viru found bangalor today kindli circul messag avoid consumpt chicken spread dear one,fake
7532,these five state watch close httpstcochnfphug 9m,real
1288,the bombay high court mumbai citi extend lockdown state maharashtra till april 30 2020,fake
7278,a poem sign k omeara begin vers peopl stay home supposedli written 220 year ago plagu epidem 1800,fake
1244,our us intervent model project covid infect hospit death across unit state well model public health intervent contain spread covid save live,real
8193,galicia suspend class coronaviru 31020,fake
10336,dr vele markovski claimd ventil quarantin great harm treat coronaviru contamin level sarcov 2 extrem low,fake
9863,the firm founder told ski new could provid capac test one million peopl uk day within month httpstcobu 1m7fbtjg,real
8380,now privat lab nabl accredit microphas diagnost conduct covid antigen antibodi test aurangabad microphas diagnost locat juna bazar near head post offic httpstcoslxklkqg 2g,fake
5929,china seek court  approv kill test posit coronaviru,fake
6270,indiafightscorona though 62 total activ case countri 5 state ie maharashtra andhra pradesh karnataka up amp tamil nadu posit side continu decreas daili activ case state secretari mohfwindia httpstcofc 9vjdmlkn,real
1479,covid 19 appoint hous minist after freez rent evict amp secur bed for homeless httpstcoiyrrxitieb,fake
3137,mother counsel mani mani benefit breastfeed newborn babi children substanti outweigh potenti risk covid 19 infectiondrtedro,real
3702,test posit covid 19 viral test mean like infect could infect other stay home take step prevent spread viru if test neg still get sick take step protect other httpstco 9u3t8ahyo8 httpstcow 0bqdlc1i,real
4134,a recent studi appear journal infect find area air pollut higher rate death covid the author suggest exposur air pollut may increas preexist inflamm lung read httpstcocxch 4xgexk,real
7503,the averag daili recov case 7 day move averag increas around 26000 case 44000 case last 2 week indiafightscorona,real
9444,3 everi 5 nigerian die covid 19 50 year old covid 19 outbreak stay safe protect parent amp older rel checkmarkbuttonwear face mask public checkmarkbuttonpractic handrespiratori hygien checkmarkbuttonmaintain physic distanc takerespons httpstcoyjgvjtpaqn,real
7803,rt mohfwindia indiafightscorona unpreced upsurg covid 19 test india touch new peak 4 cr test pmoindia drhar ,real
7284,the central govern provid rs 15 lakh everi municip coronaviru infect patient,fake
1424,460 new case covid 19nigeria lago 150 river 49 oyo 43 delta 38 fct 26 anambra 20 kano 20 plateau 18 edo 14 bayelsa 13 enugu 13 osun 12 kwara 10 borno 8 ogun 7 kaduna 6 imo 4 bauchi 3 gomb 3 niger 2 adamawa 1 30249 confirm 12373 discharg 684 death httpstcousvoiwwr 3r,real
4772,these 15 state report 400 new case httpstcovdzvj 4dcea,real
2173,coronaviru a test govern must pass minist urg prioritis test school httpstcoozaguhhgtp,real
1840,as per delhi govt asymptomat passeng enterdeboard nct delhi shall homequarantin 7 day you may contact state helplin assist 011 2239101 4 2230244 1  2230713 3 2230456 8 2230774 5 2230713 5 2230714 5 2230001 2 2230003 6 2230102 8 httpstco 1q6oscorp,real
2793,disast manag act prohibit peopl post anyth coronaviru social media,fake
5017,princ william and kate middleton name king and queen amid coronaviru pandem as queen elizabeth step down httpstcozaqeuzpywk,fake
2185,the corona viru covd 19 reach countri sooner later doubt mani countri sophist diagnost kit equip pleas use much natur vitamin c possibl strengthen immun system,fake
3227,hydroxychloroqen a memori supplement httpstcoo 2hny3sw3f donaldtrump republican coronaviru dranthonyfauci hydroxychloroquin,fake
2919,alabama set new record death 47 break previou record set yesterday oklahoma set new record case today break 1000 first time both state also set new record hospit covid 19 patient httpstcopboj 2t5wli,real
6526,our total number confirm case covid 19 1450 number report world health organ yesterday laboratori process 4402 test bring total number test complet date 872444,real
1137,delay get coronaviru test result back condemn appal neglig chair bodi repres 4000 care home uk httpstco 24fop5twxm,real
7798,covid 19 us outbreak trace donald trump forehead httpstcofvzg 1akx34 donaldtrump covid 19,fake
9248,hous resolut 6666 provid fund forcibl remov peopl covid 19 home dr rashid buttar said,fake
1298,bill gate who world bank lost billion trump amid coronaviru outbreak,fake
4234,howev latest cdc covidview report also indic covid 19like ill rise midwest central mountain region countri learn httpstcozp 4vylo0pb,real
2583,out total number confirm case date 1378   yesterday lab process 10487 test our total number test complet 750808,real
3926,mustard oil kill form viru coronaviru respiratori diseas spread droplet nose person cough sneez if inhal virusinfect air get infect use mustard oil caus viru stick wall nose prevent reach person lung kill viru,fake
315,indiafightscorona india test 9 lakh sampl day two day row total covid 19 test near new peak 4 crore more 1 crore test past 2 week httpstco 1lmyj5xvwz httpstcoueldnjx 4xe,real
9781,a video purport attack doctor aveng policemen,fake
1906,182 truck driver test posit covid 19 kenya retest found neg tanzania,fake
10268,latest updat the ministri health today 2 case covid 19 report nz both recent return oversea manag isol facil the total number activ case nz 16 there case commun,real
9362,uss bonhomm richard boast zero covid 19 case httpstcob 5lcvsiqum,fake
6041,the state colorado tri find a strain marijuana that will kill the coronaviru httpstcoxgcz 7vkh38 cannabi marijuana,fake
4900,rt ridgeonsunday you want children prioritis keirstarm say govern prioritis coronaviru test child ,real
7330,extraordinari swat team take coronaviru suspect china highway,fake
3862,we  receiv complaint passeng depart nigeria airlin reject covid 19 neg result accredit privat lab thi case thi escal ptfcovid 19 amp updat provid shortli,real
3787, when use medic mask your suppos wear white side your sick ,fake
8982,the covid 19 pandem led 123 surg opioid overdos death one hospit new studi confirm httpstcozeldxtekok,real
10056,in video seen share million peopl doctor white coat made seri fals mislead claim covid 19 httpstco 7u8ktesdlo,fake
7805,process place keep safe pleas seek hospit care need yesterday lab process 23038 test covid 19 bring total number test complet date 639415,real
2479,almost 200 vaccin covid 19 current clinic preclin test the histori vaccin develop tell us fail succeeddrtedro unga un75,real
7493,all reason minor popul higher risk coronaviru httpstcofv 9dnxmq9u via drjohnwhyt uressien incontext httpstco 9a6f0t0zxg,real
8208,video covid 19 patient nearli buri aliv kenya,fake
5475,the nh partner facebook enlist new blood donor england wale northern ireland ahead potenti second wave covid 19 httpstco 8m5ueuyyxf,real
7695,dyk cdc lead new nation partnership coordin rapid genom sequenc viru caus covid 19 thi help expert learn viru prevent diseas spread learn httpstcoqpac 1ubcx httpstcowksnmc 7pi3,real
9802,we provid advic medicalgrad mask sourc nz covid tracer record 641400 regist user there 86224 poster creat 1987955 poster scan there 65803 manual entri record app,real
7719,big breakthroug covid vaccin india indian gaushala vigil hv discov uniqu way treat corona  call gaumutrsteam a patient need inhal steam cow urin get expos urin steam minut cowurinesteambar httpstcocsvxtbqxta,fake
1689,today honour minist fmohnigeria conven live press brief updat nigerian ongo respons covid 19 outbreak nigeria as 26th march 2020 51 case covid 19 record nigeria 2 discharg 1 death httpstcoe 9ko0ciwtl,real
3889,329 new case covid 19nigeria lago 113 kaduna 49 fct 33 plateau 24 kano 16 edo 15 ogun 14 delta 13 osun 10 oyo 8 ekiti 6 bayelsa 6 akwa ibom 5 borno 4 enugu 4 ebonyi 3 river 2 bauchi 1 nasarawa 1 gomb 1 niger 1 48445 confirm 35998 discharg 973 death httpstcolrmcoulgza,real
10346,indiafightscorona the trend high number singl day recoveri sustain past four consecut day thi kind success increas recoveri new case seen countri sinc may 2020 secretari mohfwindia icmrdelhi httpstcok 47tiolbit,real
